workerid	question	response_end	trialnum	correct	time_on_slide_in_seconds	measure	response_start	type	response	language	enjoyment	gender	age	comments	assess	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
13	NA	NA	NA	NA	34.501	NA	NA	none	NA	English	1	Female	52		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3C5W7UE9CFQFA75QEUXBHT6BIPHMX9	13	Approved	Mon Dec 01 22:19:42 PST 2014	Mon Dec 01 05:34:54 PST 2014	Mon Dec 01 05:39:42 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.1115833333333334
13	What kind of camps does Tom Lyons hold?	camps.	0	baseball	13.975	free	He holds	attention_check	baseball 	English	1	Female	52		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3C5W7UE9CFQFA75QEUXBHT6BIPHMX9	13	Approved	Mon Dec 01 22:19:42 PST 2014	Mon Dec 01 05:34:54 PST 2014	Mon Dec 01 05:39:42 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.1115833333333334
13	What position does Tom Lyons play?	.	1	pitcher	11.391	free	Tom Lyons is a	attention_check	pitcher	English	1	Female	52		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3C5W7UE9CFQFA75QEUXBHT6BIPHMX9	13	Approved	Mon Dec 01 22:19:42 PST 2014	Mon Dec 01 05:34:54 PST 2014	Mon Dec 01 05:39:42 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.1115833333333334
13	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	19.119	slider	NA	amount	0.8	English	1	Female	52		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3C5W7UE9CFQFA75QEUXBHT6BIPHMX9	13	Approved	Mon Dec 01 22:19:42 PST 2014	Mon Dec 01 05:34:54 PST 2014	Mon Dec 01 05:39:42 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.1115833333333334
13	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	36.503	free	Because	explanation	he wants to have a positive impact on children	English	1	Female	52		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3C5W7UE9CFQFA75QEUXBHT6BIPHMX9	13	Approved	Mon Dec 01 22:19:42 PST 2014	Mon Dec 01 05:34:54 PST 2014	Mon Dec 01 05:39:42 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.1115833333333334
13	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	24.754	free	If it wasn&quotechart the case that	counterfactual	the camps did not have a positive effect on children	English	1	Female	52		Yes	3	Windows	768	1366	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3C5W7UE9CFQFA75QEUXBHT6BIPHMX9	13	Approved	Mon Dec 01 22:19:42 PST 2014	Mon Dec 01 05:34:54 PST 2014	Mon Dec 01 05:39:42 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	3.1115833333333334
14	NA	NA	NA	NA	20.723	NA	NA	none	NA	english	2	Female	49		Yes	3	Windows	800	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3PH3VY7DJLX0KEZJJERJNCODORTZWA	14	Approved	Mon Dec 01 22:20:35 PST 2014	Mon Dec 01 05:35:16 PST 2014	Mon Dec 01 05:40:35 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["insanely","colossally","outrageously"]}	5.287316666666666
14	What kind of camps does Tom Lyons hold?	camps.	0	baseball	26.163	free	He holds	attention_check	baseball	english	2	Female	49		Yes	3	Windows	800	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3PH3VY7DJLX0KEZJJERJNCODORTZWA	14	Approved	Mon Dec 01 22:20:35 PST 2014	Mon Dec 01 05:35:16 PST 2014	Mon Dec 01 05:40:35 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["insanely","colossally","outrageously"]}	5.287316666666666
14	What position does Tom Lyons play?	.	1	pitcher	13.029	free	Tom Lyons is a	attention_check	pitcher	english	2	Female	49		Yes	3	Windows	800	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3PH3VY7DJLX0KEZJJERJNCODORTZWA	14	Approved	Mon Dec 01 22:20:35 PST 2014	Mon Dec 01 05:35:16 PST 2014	Mon Dec 01 05:40:35 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["insanely","colossally","outrageously"]}	5.287316666666666
14	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	13.857	slider	NA	amount	0.7	english	2	Female	49		Yes	3	Windows	800	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3PH3VY7DJLX0KEZJJERJNCODORTZWA	14	Approved	Mon Dec 01 22:20:35 PST 2014	Mon Dec 01 05:35:16 PST 2014	Mon Dec 01 05:40:35 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["insanely","colossally","outrageously"]}	5.287316666666666
14	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	14.567	free	Because	explanation	he love kids	english	2	Female	49		Yes	3	Windows	800	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3PH3VY7DJLX0KEZJJERJNCODORTZWA	14	Approved	Mon Dec 01 22:20:35 PST 2014	Mon Dec 01 05:35:16 PST 2014	Mon Dec 01 05:40:35 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["insanely","colossally","outrageously"]}	5.287316666666666
14	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	86.648	free	If it wasn&quotechart the case that	counterfactual	he has free time	english	2	Female	49		Yes	3	Windows	800	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3PH3VY7DJLX0KEZJJERJNCODORTZWA	14	Approved	Mon Dec 01 22:20:35 PST 2014	Mon Dec 01 05:35:16 PST 2014	Mon Dec 01 05:40:35 PST 2014	Mon Dec 01 05:41:49 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["insanely","colossally","outrageously"]}	5.287316666666666
15	NA	NA	NA	NA	52.555	NA	NA	none	NA	English	-1	Male	32	Thanks	Yes	2	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3EA3QWIZ4IVMX76FO5YM0XEOOKAIT7	15	Approved	Mon Dec 01 22:23:13 PST 2014	Mon Dec 01 05:37:30 PST 2014	Mon Dec 01 05:43:13 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	5.167083333333333
15	What kind of camps does Tom Lyons hold?	camps.	0	baseball	24.421	free	He holds	attention_check	free baseball	English	-1	Male	32	Thanks	Yes	2	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3EA3QWIZ4IVMX76FO5YM0XEOOKAIT7	15	Approved	Mon Dec 01 22:23:13 PST 2014	Mon Dec 01 05:37:30 PST 2014	Mon Dec 01 05:43:13 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	5.167083333333333
15	What position does Tom Lyons play?	.	1	pitcher	26.458	free	Tom Lyons is a	attention_check	pitcher	English	-1	Male	32	Thanks	Yes	2	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3EA3QWIZ4IVMX76FO5YM0XEOOKAIT7	15	Approved	Mon Dec 01 22:23:13 PST 2014	Mon Dec 01 05:37:30 PST 2014	Mon Dec 01 05:43:13 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	5.167083333333333
15	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	18.723	slider	NA	amount	0.9	English	-1	Male	32	Thanks	Yes	2	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3EA3QWIZ4IVMX76FO5YM0XEOOKAIT7	15	Approved	Mon Dec 01 22:23:13 PST 2014	Mon Dec 01 05:37:30 PST 2014	Mon Dec 01 05:43:13 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	5.167083333333333
15	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	51.566	free	Because	explanation	camps have a positive effect on the communities in which he runs them	English	-1	Male	32	Thanks	Yes	2	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3EA3QWIZ4IVMX76FO5YM0XEOOKAIT7	15	Approved	Mon Dec 01 22:23:13 PST 2014	Mon Dec 01 05:37:30 PST 2014	Mon Dec 01 05:43:13 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	5.167083333333333
15	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	86.084	free	If it wasn&quotechart the case that	counterfactual	he loves baseball and giving back so much	English	-1	Male	32	Thanks	Yes	2	Windows	1024	1280	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3EA3QWIZ4IVMX76FO5YM0XEOOKAIT7	15	Approved	Mon Dec 01 22:23:13 PST 2014	Mon Dec 01 05:37:30 PST 2014	Mon Dec 01 05:43:13 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"variety_of_adverbs","target":"astoundingly","context":[]}	5.167083333333333
16	NA	NA	NA	NA	0.939	NA	NA	none	NA	English	1	Male	34		Yes	2	Windows	858	1143	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3TXWC2NHNZQS760XVBNJDZJZ3B8S98	16	Approved	Mon Dec 01 22:23:52 PST 2014	Mon Dec 01 05:35:25 PST 2014	Mon Dec 01 05:43:52 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","colossally","insanely"]}	1.7011166666666666
16	What kind of camps does Tom Lyons hold?	camps.	0	baseball	7.72	free	He holds	attention_check	baseball	English	1	Male	34		Yes	2	Windows	858	1143	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3TXWC2NHNZQS760XVBNJDZJZ3B8S98	16	Approved	Mon Dec 01 22:23:52 PST 2014	Mon Dec 01 05:35:25 PST 2014	Mon Dec 01 05:43:52 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","colossally","insanely"]}	1.7011166666666666
16	What position does Tom Lyons play?	.	1	pitcher	14.603	free	Tom Lyons is a	attention_check	coaching	English	1	Male	34		Yes	2	Windows	858	1143	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3TXWC2NHNZQS760XVBNJDZJZ3B8S98	16	Approved	Mon Dec 01 22:23:52 PST 2014	Mon Dec 01 05:35:25 PST 2014	Mon Dec 01 05:43:52 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","colossally","insanely"]}	1.7011166666666666
16	During the off-season, about what percent of his free time do you think Tom Lyons spends working with children one-on-one and coaching them? (adjust the slider to answer)	NA	2	NA	9.167	slider	NA	amount	0.87	English	1	Male	34		Yes	2	Windows	858	1143	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3TXWC2NHNZQS760XVBNJDZJZ3B8S98	16	Approved	Mon Dec 01 22:23:52 PST 2014	Mon Dec 01 05:35:25 PST 2014	Mon Dec 01 05:43:52 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","colossally","insanely"]}	1.7011166666666666
16	Why do you think Tom Lyons puts so much time and energy into baseball camps instead of taking a vacation?	.	3	NA	12.218	free	Because	explanation	he loves coaching	English	1	Male	34		Yes	2	Windows	858	1143	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3TXWC2NHNZQS760XVBNJDZJZ3B8S98	16	Approved	Mon Dec 01 22:23:52 PST 2014	Mon Dec 01 05:35:25 PST 2014	Mon Dec 01 05:43:52 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","colossally","insanely"]}	1.7011166666666666
16	Please fill in the blank with your best guess:	, Tom Lyons would not hold baseball camps instead of taking a vacation.	4	NA	29.452	free	If it wasn&quotechart the case that	counterfactual	he likes coaching	English	1	Male	34		Yes	2	Windows	858	1143	Firefox	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3TXWC2NHNZQS760XVBNJDZJZ3B8S98	16	Approved	Mon Dec 01 22:23:52 PST 2014	Mon Dec 01 05:35:25 PST 2014	Mon Dec 01 05:43:52 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","colossally","insanely"]}	1.7011166666666666
17	NA	NA	NA	NA	406.134	NA	NA	none	NA	English	1	Female	37	thanks!	Yes	2	Mac	800	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3ZSANO2JCF718GRAYXNBNV5A694FSO	17	Approved	Mon Dec 01 22:24:54 PST 2014	Mon Dec 01 05:35:07 PST 2014	Mon Dec 01 05:44:54 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	8.350316666666666
17	What kind of camps does Tom Lyons hold?	camps.	0	baseball	9.492	free	He holds	attention_check	baseball	English	1	Female	37	thanks!	Yes	2	Mac	800	1280	Chrome	3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3SL9J757T5EI8DO9BFJLGDIVMFC360	Simple Reading	a 5 minute experiment where you read a short, easy passage and answer some questions	language research stanford fun cognitive science university adjectives adverbs linguistics phrase scramble	$0.40	Mon Dec 01 05:28:01 PST 2014	30	0	0	30	Reviewable	NotReviewed	1 cond	1800	60000	Wed Dec 31 05:28:01 PST 2014	https://requester.mturk.com/mturk/manageHIT?HITId=3TL87MO8CMPBHJYQOML8MPWWWDJFL3	3ZSANO2JCF718GRAYXNBNV5A694FSO	17	Approved	Mon Dec 01 22:24:54 PST 2014	Mon Dec 01 05:35:07 PST 2014	Mon Dec 01 05:44:54 PST 2014	Mon Dec 01 05:51:53 PST 2014					[]	{"condition":"repeat_target","target":"astoundingly","context":["outrageously","insanely","colossally"]}	8.350316666666666
